code,tin,name_ru
SU-19120007,203378234,Дугоб
SU-19120051,309665297,Иттифок
SU-19120026,206947188,Нурафшон
SU-19120027,203576430,Пахлавон
SU-19120003,202695126,Бешкаппа
SU-19120031,202750113,Толтугай
SU-19120035,202688173,Уланкул
SU-19120039,202708075,Хатиб Кахрамон
SU-19120001,203411414,Хужакулсин
SU-223001,202799082,Богиобод
SU-223002,202799099,Бойкишлок
SU-223003,202870534,Вандоб
SU-223004,202798994,Гулистон
SU-223005,202777743,Гуржак-2
SU-223006,202799139,Зарабог
SU-223007,202857342,Кизилолма
SU-223008,202876969,Корабог
SU-223009,202799074,Ойинли
SU-223010,202799043,Пошхурт
SU-223011,202777728,Узунсой
SU-223012,202799035,Уч ёгоч
SU-223013,202798962,Хожакия-2
SU-223014,202864968,Чорбог
SU-223016,202777822,Бойбулок
SU-223017,204071387,Галагузар
SU-223018,202843795,Гулчинор
SU-223019,202777767,Горин-Гиламбоб
SU-223020,202843804,Дехконарик
SU-223021,202725070,Мажмунтол
SU-223022,202802205,Мехнатобод
SU-223023,203833364,Навбур
SU-223024,202683039,Тарокли
SU-223025,202843811,Хакимобод
SU-223026,202777750,Чагатой
SU-223027,202799107,Чукуркол
SU-223028,202777782,Чомишли
SU-223029,202833167,Гуржак-1
SU-223030,203486868,Истикбол
SU-223031,202799004,Каттабог
SU-223032,202821031,Кишлок бозор
SU-223033,202799011,Куллукшо
SU-223034,202843828,Мехробод
SU-223035,202777839,Нуртепа
SU-223036,204964873,Октепа
SU-223037,202802102,Олтинвоха
SU-223038,202798954,Хожакия-1
SU-223039,202799067,Чойинчи
SU-223040,205008295,Шеробод
SU-223041,202843771,Бахор
SU-223042,202799028,Буюк ипак йули
SU-223043,202797290,Гамбур
SU-223044,202798986,Достлик
SU-223045,202798979,Ёшлик
SU-223046,202777735,Катта хаёт
SU-223047,202777774,Коргон
SU-223048,202777814,Хожги
SU-19130001,204421726,Балхигузар
SU-226001,202720782,Боботог
SU-226002,202688822,Навруз
SU-226003,203466805,Шакаркул
SU-226004,202720807,Конобод
SU-226005,202688735,Толли
SU-226006,202760916,Олийхиммат
SU-226007,202688728,Гулистон
SU-226009,202760805,Тамаддун
SU-226010,202760813,Офтобмакон
SU-226011,202688814,Тула
SU-226012,202760909,Янгиарик
SU-226013,202760797,Олатемир
SU-226014,202760780,Ялти
SU-226015,202703803,Эгарчи
SU-226016,202688878,Кушон
SU-226017,202760891,Октумшук
SU-226018,202688782,Куклам
SU-226019,202744301,Гармакургон
SU-226020,202720846,Ойнакул
SU-226021,202688807,Гузаллик
SU-226022,202760844,Савуртепа
SU-226023,203270464,Кораарик
SU-226024,202760837,Хурлик
SU-226025,202720799,Бунёдкор
SU-226026,203466797,Дустлик
SU-226027,202720822,Ободон
SU-226028,202739021,Шалдирок
SU-226029,202688861,Ёшгайрат
SU-226030,202688774,Катта Савур
SU-226031,202688767,Зарбдор
SU-226032,202688846,Baxshtepa
SU-226033,202703794,Бахштепа-1
SU-226034,202688839,Саксонкапа
SU-226035,202688854,Какан
SU-226036,202688671,Жойилма
SU-226037,202688695,Кокайди
SU-226038,203480496,Оккамар
SU-226039,202688688,Оккоргон
SU-226040,202688711,Жаркишлок
SU-226042,202688799,Яккабог
SU-226043,202760869,Бобур
SU-226044,202720861,Бустон
SU-226045,202688750,Ибн-Сино
SU-226048,202725142,Элбаён
SU-226049,203480504,Лайлакхона
SU-226050,202760876,Озод
SU-226051,202760884,Эзгулик
SU-226052,202760852,Хушчекка
SU-226053,308909919,Тамшуш
SU-19140001,202703810,Алишер Навоий
SU-19140039,202688704,Савжуронбобо
SU-19140025,202720893,Куштегирмон
SU-19140044,202688743,Хайработ
SU-401001,202767257,Богзор
SU-401003,202820698,Гулирано
SU-401004,202797078,Гулистон
SU-401005,203623997,Мехробод
SU-401006,203607604,Тупроккоргон
SU-401007,202797039,Узбекистон
SU-401008,202671504,Чегара
SU-401009,202653984,Мангузар
SU-401010,202773052,Навроз
SU-401011,203100270,Саховат
SU-401012,202773013,Темирёлчи
SU-401013,203629664,Турон
SU-401014,202767289,Шодлик
SU-401015,204303674,Тинчлик
SU-401016,202767296,Байналминал
SU-401017,202773020,Шифокор
SU-401018,202820817,Достлик
SU-401019,202767225,Абдурахмон Жомий
SU-401020,206986662,Аму-Cохиллари
SU-401021,202697391,Жойжангал
SU-401022,202767272,Мажнунтол
SU-401023,202767264,Марифат
SU-401024,203616704,Сурхон Сохили
SU-401025,202826848,Паттакесар
SU-401026,203605464,Ески шахар
SU-401028,203625789,Бостон
SU-401029,202931955,Алпомиш
SU-401030,202773044,Юлдуз
SU-401031,203624007,Фарход
SU-401032,202738940,Кокилдо рота
SU-401033,202777711,Алишер Навоий
SU-401034,203624014,Жайхун
SU-401035,203611062,Катта бог
SU-401036,202772988,Абдулла Авлоний
SU-401037,202700450,Намуна
SU-19150023,202773069,Нурли келажак
SU-19150008,203607612,Богишамол
TK-262001,202914144,Дегрез
TK-262002,202576320,Богичинор
TK-262003,202887543,Кор ёгди
TK-262004,202913028,Бекобод
TK-262005,202914169,Истирохат
TK-262006,202549733,Уткир
TK-262007,202914176,Жарбулок
TK-262008,202913035,Зулфизар
TK-262009,202553777,Ибрат
TK-262010,202872340,Шарк Юлдузи
TK-262011,202426830,Нишаб арик
TK-262012,202558176,Куркамобод
TK-262013,202709754,Хондамир
TK-262014,202914191,Хуршид
TK-262016,202714536,Журжоний
TK-262017,202914209,Абдулла Кодирий
TK-262018,202914216,Шофайзибог
TK-262019,202570678,Шарк гули
TK-262020,202914137,Давлатобод
TK-262021,202914224,Чаманзор
TK-262022,202920351,Хожиобод
TK-262023,202914105,Окмачит
TK-262024,202700965,Куйи Дархон
TK-262025,202899987,Латифгузар
TK-262026,202576344,Учтепа
TK-262027,202642516,Кукча Октепа
TK-262028,202723407,Пахтакор
TK-262030,202415464,Козигузар
TK-262031,202914255,Такачи
TK-262032,202914263,Юсуф Саккоки
TK-262033,202559024,Урикзор
TK-262034,303802296,Зарафшон
TK-262035,202920368,Катта каъни
TK-262036,303827684,Фозилтепа
TK-262037,202410829,Куксарой
TK-262038,202734764,Хайратий
TK-262039,205732504,Шафтолизор
TK-262041,303800441,Тепакургон
TK-262042,202904268,Гузар
TK-262043,202793162,Хуросон
TK-262044,303801384,Заргарлик
TK-262045,202634708,Кухна Чупонота
TK-262046,202553817,Богистон
TK-262047,202529805,Богобод
TK-262048,202418223,Бирлик
TK-262049,202562473,Найман
TK-262050,202480932,Тинчликобод
TK-262051,205722628,Фарход
TK-262052,202914294,Ватан
TK-262053,205786517,Ватанпарвар
TK-262054,202914303,Нуробод
TK-262056,202402046,Ширин
TK-262057,202914310,Алихонтура Согуни
TK-262058,303803492,Дийдор
TK-262059,202377386,Янгийул
TK-262060,303800845,Диёробод
TK-101-0131,202914120,Катта Чупонота
TK-101-0089,202488192,Бешкайрагоч
TK-101-0142,303801227,Хамдуст
TK-101-0110,202914270,Кургонтепа
TK-264001,202117083,Мажнунтол
TK-264003,202685201,Зилола
TK-264004,202855116,Икбол
TK-264005,202855124,Чашма
TK-264006,202855131,Абай
TK-264007,202675134,Бектемир
TK-264009,202870082,Нурафшон
TK-264011,202855109,Миришкор
TK-264014,207168175,Мусаффо
TK-264015,206573433,Нурлийул
TK-264016,206992925,Сохил
TK-264017,207158948,Устозлар
TK-264018,203161860,Забардаст
TK-102-0031,202870099,Олтинтопган
TK-102-0036,202923514,Гулбог
TK-102-0033,202855091,Хусайн Байкаро
TK-102-0035,202514666,Йик Ота
TK-102-0032,202858239,Рохат
TK-266001,202906637,Астробод
TK-266002,202906526,Богишамол
TK-266003,303817016,Боги-эрам
TK-266004,202906827,Исломобод
TK-266006,202906881,Кулол-Кургон
TK-266007,303824657,Катта Хасанбой
TK-266008,202906787,Мингчинор
TK-266009,202906613,Собиробод
TK-266010,303843207,Нурмакон
TK-266011,202906716,Тикланиш
TK-266012,202906605,Уч-Кахрамон
TK-266013,202906684,Хасанбой
TK-266014,202906709,Хамкоробод
TK-266015,202906691,Шарк хакикати
TK-266017,202916545,Халкабог
TK-266018,202906573,Туркистон
TK-266019,205690352,Ахилобод
TK-266020,205704206,Ахмад Дониш
TK-266021,201124661,Бегубор
TK-266024,303824585,Мехнат обод
TK-266025,202919138,Октепа
TK-266026,205714336,Севинч
TK-266027,205718575,Увайсий
TK-266028,202906748,Узбекистон мустакиллиги
TK-266029,202547815,Шош тепа
TK-266030,202908562,Юнус ота
TK-266031,205718583,Юртобод
TK-266032,202906724,Янгибог
TK-266033,205708990,Адолат
TK-266034,202906810,Анорзор
TK-266035,202906803,Биллур
TK-266036,202920296,Гайратий
TK-266037,202906794,Ифтихор
TK-266038,202906874,Кушчинор
TK-266039,202906834,Кашкар
TK-266040,202906755,Матонат
TK-266041,202906541,Минор
TK-266042,202906676,Турк-кургон
TK-266045,202906763,Шахристон
TK-266046,202908554,Янги-арик
TK-266047,202906652,Акбаробод
TK-266048,202906669,Бодомзор
TK-266049,205704214,Богибустон
TK-266050,202906580,Буюк Турон
TK-266051,202906898,Бузсув
TK-266053,202906842,Кадрдон
TK-266054,202912740,Обод
TK-266055,202912757,Отчопар-1
TK-266056,202906644,Отчопар-2
TK-266057,202906620,Посира
TK-266058,202906534,Фирдавсий
TK-266059,202906770,Хиёбон тепа
TK-266060,202906565,Шайх Шивли
TK-266061,202912789,Юнусобод
TK-266062,303824689,Янги тарнов
TK-107-0139,202906866,Бархаёт
TK-107-0090,202908579,Бободехкон
TK-107-0147,308875234,Регистон
TK-107-0130,202906731,Хусниобод
TK-107-0136,202906859,Йулайрик
TK-107-0106,202908547,Мирзо Улугбек
TK-107-0097,202906597,Абдурахмон Жоми
TK-107-0110,205720685,Мурувват
TK-107-0125,202906558,Усто Ширин
TK-269001,202694333,Авайхон
TK-269002,202694199,Алишер Навоий
TK-269003,202694174,Алпомиш
TK-269004,202694214,Гулсанам
TK-269005,202694182,Катта Корасув
TK-269006,202895716,Катта Олтинтепа
TK-269007,202357774,Минглола
TK-269008,202694278,Олтинтепа
TK-269009,202892332,Султония
TK-269010,202694143,Чимён
TK-269011,202694285,Шукур Бурхонов
TK-269012,202694071,Шуртепа
TK-269013,205697287,Янги Авайхон
TK-269014,202694167,Азамат
TK-269015,205737766,Аль-Фаробий
TK-269016,202895074,Ахиллик
TK-269017,202694239,Ахмад Югнакий
TK-269018,202694088,Бешкапа
TK-269019,202895011,Мунавваркори
TK-269020,205744229,Тракторсозлар
TK-269021,202694254,Уйгониш
TK-269022,202694150,Улугбек
TK-269023,202742004,Хумоюн
TK-269024,202694364,Юзработ
TK-269026,202577399,Асака
TK-269027,202694318,Буюк ипак йули
TK-269028,202694372,Дархон
TK-269029,202808670,Лашкарбеги
TK-269030,202694357,Мирзакалон Исмоилий
TK-269031,202694064,Мустакиллик
TK-269032,202694207,Нур
TK-269033,202627937,Окибат
TK-269034,202694111,Оккурган
TK-269035,202694325,Олмачи
TK-269036,202694340,Подшобог
TK-269037,202895724,Турон
TK-269039,202804882,Шахрисабз
TK-269040,303858155,Элобод
TK-269041,202694301,Бахор
TK-269042,202694293,Богимайдон
TK-269043,202895028,Боз
TK-269044,202694095,Камолот
TK-269046,202694135,Навнихол
TK-269047,202895043,Нодирабегим
TK-269048,303858148,Олий Химмат
TK-269049,202845516,Олимлар
TK-269050,202694246,Сайрам
TK-269051,202294997,Феруза
TK-269053,202694261,Шалола
TK-269055,203594243,Алишеробод
TK-269056,203424113,Ижодкор
TK-269057,203617078,Иктидор
TK-269058,207211676,Заковат
TK-269059,203209220,Чингелди
TK-269060,203598847,Геофизика
TK-269061,203594235,Геологлар
TK-269062,203743247,Темурийлар
TK-269063,203818334,Гулзоробод
TK-269064,203669149,Сарбон
TK-269065,207299242,Жасорат
TK-109-0143,308740410,Янги Камолот
TK-109-0140,203507769,Пастки-Юз
TK-109-0142,308771017,Ойдин
TK-109-0144,308740394,Янги Олмачи
TK-109-0136,202842647,Кухна Мевазор
TK-109-0115,202895067,Х.Олимжон
TK-109-0119,202694128,Шаxриобод
TK-109-0114,202694222,Х.Абдуллаев
TK-109-0092,202895035,Катта Ялангочота
TK-109-0124,202694104,Ялангоч
TK-273001,202374027,Банокатий
TK-273002,202366899,Янгизамон
TK-273003,202366684,Абдурауф Фитрат
TK-273004,202374010,Фуркат
TK-273005,202374311,Сарикул
TK-273006,202366660,Олтинкул
TK-273007,202366756,Kорасув
TK-273008,202366811,Ок-уй
TK-273009,202366717,Файзиабад
TK-273010,202366828,Мингурик
TK-273012,202366804,Афросиёб
TK-273013,202335730,Ойбек
TK-273014,202366843,Мовароуннахр
TK-273015,202366850,Салар
TK-273016,202366692,Ат-Термизий
TK-273017,202366788,Лолазор
TK-273018,202372654,Фаровон
TK-273020,202372647,Миробод
TK-273021,202366700,Янги Миробод
TK-273022,202366835,Байналминал
TK-273023,202372615,Темирйолчилар
TK-273024,202366764,Заминабад
TK-273025,202366732,Биродарлик
TK-273026,202366645,Навруз
TK-273027,202366795,Истиклолобод
TK-273028,202366874,Тонг юлдузи
TK-273029,202357624,Инокабад
TK-273030,202366724,Чинaр
TK-273031,202374034,Толарик
TK-273032,202372630,Зиёнур
TK-273033,202366749,Юксалиш
TK-273034,202374328,Билимдон
TK-273035,202345932,Парвона
TK-273036,202366653,Баёт
TK-273038,202779194,Янги куйлик
TK-111-0074,202374335,Кулик-ота
TK-111-0061,202366882,Абдулла Авлоний
TK-111-0066,202366677,Баратхужа
TK-111-0096,202372623,Шароф Рашидов
TK-277001,202915942,Белтепа
TK-277002,202915934,Бостон
TK-277003,202915634,Зафаробод
TK-277004,202915894,Ибн Сино
TK-277005,202915769,Ипакчи
TK-277006,202915824,Катта Жарарик
TK-277007,202915586,Узбекистон
TK-277009,202915641,Шодлик
TK-277010,202915927,Эски Жарарик
TK-277011,205704965,Янги белтепа
TK-277012,303794102,Янги Жарарик
TK-277013,202915791,Гулбозор
TK-277014,202915910,Жангох
TK-277015,202774383,Кох-ота
TK-277016,202915554,Коратош
TK-277017,202799992,Лабзак
TK-277018,202915737,Олмазор
TK-277019,202915705,Тахтапул
TK-277020,202915562,Укчи
TK-277021,202915579,Урда
TK-277023,202793313,Чакар
TK-277024,202915665,Шайхонтохур
TK-277025,202840634,Бог-куча
TK-277026,202915903,Жарарик
TK-277027,202883461,Илгор
TK-277028,202915863,Катта-ховуз
TK-277029,202915887,Кукча Дарвоза
TK-277030,202883493,Кукча
TK-277032,202915848,Обиназир
TK-277034,202915713,Сархумдон
TK-277035,202915697,Тинчлик
TK-277036,202915658,Шофайзи
TK-277037,202915594,Янги шахар
TK-277038,202915784,Гулобод
TK-277039,202915776,Зангиота
TK-277040,303794119,Камолон Дарвоза
TK-277041,202915870,Камолон
TK-277042,202887432,Катта октепа
TK-277043,202915752,Катта-Бог
TK-277046,202915809,Сузукота
TK-277047,202915744,Чарх новза
TK-277048,202915673,Чорсу
TK-277049,202915626,Эшонгузар
TK-277050,202915619,Янги Камолон
TK-277051,202915602,Янги обод
TK-110-0108,202880743,Хувайдо
TK-110-0107,202915680,Хадра
TK-110-0092,202915855,Маннон Уйгур
TK-110-0097,202915831,Олим Хужаев
TK-110-0095,202915720,Оклон
TK-110-0099,202915816,Самарканд Дарвоза
TK-280001,202912986,Абу Бакр Шоший
TK-280002,202908809,Аллон
TK-280003,202845706,Ахил
TK-280004,202767652,Ачаобод
TK-280005,202845681,Беруний
TK-280006,204753598,Бyстaнaбaд
TK-280007,202862829,Галаба
TK-280008,202908894,Гани Азамов
TK-280009,202921381,Гузарбоши
TK-280010,202858791,Гулзор
TK-280011,202850985,Гулсарой
TK-280012,202800255,Гуручарик
TK-280013,202897641,Ёшлик
TK-280014,202921398,Жийдали
TK-280015,202855020,Зиё
TK-280016,202908831,Иброхим-ота
TK-280017,202800231,Ислом-ота
TK-280018,202908784,Истикбол
TK-280019,202908927,Кичкирик
TK-280020,202873799,Корасарой
TK-280021,202836581,Куёш
TK-280022,202908903,Кyштут
TK-280024,202886806,Мискин
TK-280025,206128114,Моярик
TK-280027,202908816,Намуна
TK-280028,202919264,Нихол
TK-280029,202887504,Олимпия
TK-280030,202884509,Олтинсой
TK-280031,202763659,Орзу
TK-280032,202908863,Пахта
TK-280033,202916695,Себзор
TK-280034,202919288,Табассум
TK-280035,202908934,Тараккиёт
TK-280036,202914080,Тепагузар
TK-280037,202855013,Умид
TK-280038,202767669,Университет
TK-280039,202921406,Хастимом
TK-280040,202908791,Хислат
TK-280041,202590914,Хончорбог
TK-280043,202887528,Хазрати Имом
TK-280044,202851010,Чаманбог
TK-280045,202912994,Чигатой дарбоза
TK-280046,202916671,Чигатой Октепа
TK-280047,202921359,Чилтугон
TK-280048,202908942,Чимбой
TK-280049,202827861,Чукурсой
TK-280050,202914073,Чустий
TK-280051,202908887,Шифокорлар
TK-280052,202388490,Шодиёна
TK-280053,202908910,Шон-шухрат
TK-280054,310790889,Эски шахар
TK-280055,202851003,Юкори Бешкурган
TK-280056,202800263,Юкори Себзор
TK-280057,202905661,Янги Себзор
TK-280058,202908855,Янги Тошкент
TK-108-0123,202884516,Мустакил юрт
TK-108-0152,310013950,Замондош
TK-108-0153,309998183,Чинниобод
TK-108-0154,309996012,Элпарвар
TK-108-0156,309995132,Зархал
TK-108-0151,207339057,Зиёкор
TK-108-0155,309995464,Кайковус
TK-108-0136,202855084,Хофиз Кухаки
TK-108-0120,202908824,Мирзо Голиб
TK-283001,202822022,Мехригиё
TK-283002,306236531,Бунёдaбaд
TK-283003,202975085,Мададкор
TK-283004,202660368,Зийнат
TK-283005,202970339,Эзгулик
TK-283006,202979705,Янги Cергели
TK-283007,202967980,Сохибкирон
TK-283008,202836527,Жун-Арик
TK-283012,306245465,Кубай-Тепа
TK-283013,202911995,Юкори Дархон
TK-283023,202734281,Хонобод
TK-283024,303823603,Курувчилар
TK-283032,202964273,Дарё буйи
TK-283033,202967997,Софдил
TK-283036,202966856,Нилуфар
TK-283037,202966871,Иттифок
TK-283038,202822007,Нур-хаёт
TK-283039,202964280,Саховат
TK-283040,202971684,Кипчак
TK-283041,304226180,Сугдиёна
TK-283042,202971692,Шукрона
TK-283045,203028185,Маданият
TK-283046,203085228,Учувчилар
TK-283047,202808877,Олтин водий
TK-283048,202880782,Кумарик
TK-283049,202795089,Асробод
TK-283050,202880807,Кошкоргон
TK-106-0114,202912052,Хонтепа
TK-106-0103,303823524,Бирдамлик
TK-106-0109,202912194,Кухна Кумарик
TK-106-0080,202979673,Фарогатли
TK-106-0108,202912234,Султонобод
TK-106-0098,207340303,Янги Бунёдобод
TK-106-0107,202912084,Кенгмакон
TK-106-0112,202912109,Иззатли
TK-106-0113,202912116,Эшанбулак
TK-106-0118,207186336,Зиёлилар
TK-106-0105,202912020,Кут-барака
TK-106-0076,202814134,Узгариш
TK-106-0111,202912069,Номданак
TK-106-0110,202912124,Садокат
TK-106-0117,202912187,Хонобод Тепа
TK-106-0106,202912037,Эски Жалойир
TK-106-0079,203028193,Халкобод
TK-106-0070,202964265,Ногой кургон
TK-106-0078,202824881,Хабиби
TK-287001,202877452,Абдулла Каххор
TK-287002,303865384,Армугон
TK-287003,202918867,Беларик
TK-287004,202679120,Бобур
TK-287005,202713094,Бошлик
TK-287006,202926952,Богсарой
TK-287007,202902183,Дам-Арик
TK-287008,303865764,Дилбулок
TK-287010,202902208,Мерос
TK-287011,202718181,Мукимий
TK-287012,204755033,Мухандислар
TK-287013,202918899,Ракат
TK-287014,202904125,Ракатбоши
TK-287015,202918843,Тепа
TK-287016,202887353,Тукимачи
TK-287018,303866082,Шохжахон
TK-287019,202918850,Юнус Ражабий
TK-287020,202892395,Яккасарой
TK-287021,202679137,Кушбеги
TK-105-0032,202763151,Конституция
TK-105-0041,202918907,Хамид Сулаймонов
TK-290001,202429960,Баркамол
TK-290002,203783206,Яшнабад
TK-290003,202586847,Бирлашган
TK-290004,202920336,Парвоз
TK-290005,202426783,Дилбог
TK-290006,202586768,Наврузобод
TK-290007,202904244,Авиасозлар
TK-290008,202586657,Асалобод
TK-290009,202920344,Илтифот
TK-290010,202586941,Катта Куйлик
TK-290011,202586744,Мумтоз
TK-290012,202586902,Койликобод
TK-290013,202460252,Уйсозлар
TK-290014,202586729,Урта масжид
TK-290016,202586640,Бунёдкор
TK-290017,202460276,Янги давр
TK-290018,202526611,Жаркоргaн
TK-290019,202586854,Янгикоргaн
TK-290020,202586672,Бехизор
TK-290021,202586736,Шохимардон
TK-290022,202586886,Нодира
TK-290023,202586919,Шохсанам
TK-290024,203726053,Ойдинкyл
TK-290025,202586704,Янгинур
TK-290026,202586712,Донишманд
TK-290027,202586862,Тарнов боши
TK-290028,202586958,Катта Янгиобод
TK-290029,202346930,Хосиятли
TK-290030,202586894,Махмур
TK-290031,202586808,Алимкент
TK-290032,202586926,Журабек
TK-290033,202586775,Беш бола
TK-290034,202586815,Ахмад Яссавий
TK-290035,202586823,Бойсун
TK-290036,202586790,Мухтор Ашрафий
TK-290038,202586783,Маърифат
TK-290039,205687480,Ширинобод
TK-290040,202877555,Туйтепа
TK-290041,202950591,Семург
TK-290042,202586751,Чулпан
TK-290043,205927506,Фидойилар
TK-290044,202586965,Бойкургон
TK-290045,202586664,Машинасозлар
TK-290046,205872308,Истиклол
TK-290047,202586934,Дустобод
TK-290048,203686563,Аль-Бухарий
TK-290049,202586879,Амир Темур
TK-290050,202586689,Ватандош
TK-290051,203693334,Тонг
TK-290052,202457800,Мохинур
TK-290053,202512179,Тузел
TK-290054,202912155,Гузал
TK-290055,202912148,Олмос
TK-290056,303839226,Бешарик
TK-290057,303839241,Фазогир
TK-290058,207293188,Укчи-Олмазор
TK-104-0159,207207119,Уччинор
TK-104-0158,203818326,Аргин
TK-104-0155,203818358,Богбон
TK-104-0154,203818373,Товкентепа
TK-104-0152,203594250,Жарбоши
TK-104-0156,203818380,Мохирлар
TK-104-0160,310352997,Калкон
TK-104-0139,202586696,Кадрият
TK-104-0153,203818397,Ташисти
TK-104-0157,203818341,Хилол
TK-104-0115,202586633,Ёш авлод
TK-292010,306630604,Янги Чоштепа
TK-292012,202858222,Бинокор
TK-292015,207300423,Ташаббус
TK-292016,207300430,Янги умид
TK-292025,202840720,Ал-Фаргоний
TK-292026,303859605,Викор
TK-292028,202984368,Ёркин хаёт
TK-292029,303854991,Чорбог
TK-292030,202966223,Чарогон
TK-292031,202845594,Дустлик
TK-292034,303934117,Олчазор
TK-292035,202805081,Навкирон
TK-292036,207326611,Орият
TK-292037,203115569,Чоштепа
TK-292038,202912005,Янги Дархон
TK-292039,207326604,Янгихаёт
TK-292041,203021228,Йулдош
TK-292042,308674904,Файзли
TK-292043,207326643,Гулшанобод
TK-292046,207326628,Мархамат
TK-292047,207300447,Хумо
TK-292048,207326595,Янги турмуш
TK-292050,207143974,Жалоир
TK-292051,202912170,Тошкент
TK-292052,207143982,Хужа-Учкун
TK-292053,207339753,Хушнуд
TK-292054,205100579,Чорток
TK-112-0012,207161859,Янги гулзор
TK-112-0025,207339610,Зарбдор
TK-112-0028,207340065,Машъал
TK-294001,202721464,1-Катартол
TK-294002,202922207,2-Катартол
TK-294003,202905543,1-Чарх Камолон
TK-294004,201971266,2-Чарх Камолон
TK-294005,202382437,3-Чарх Камолон
TK-294006,202277788,Аль-Хорезми
TK-294007,206128312,Бахористон
TK-294008,202479590,Бектопи
TK-294009,202432380,Бешёгоч
TK-294010,202432405,Бешкоргaн
TK-294011,205976913,Богзор
TK-294012,202630104,Ботирма
TK-294013,202630095,Бурижар
TK-294014,202446774,Гулистон
TK-294015,204851524,Домбиробод
TK-294016,205916504,Дилобод
TK-294017,202234571,Катта Думбиробод
TK-294018,202437793,Катта Rозиробод
TK-294019,202904157,Катта Чилонзор-1
TK-294020,202434118,Катта Чилонзор-2
TK-294021,202127768,Катта Чилонзор-3
TK-294022,202440159,Катта Xирмонтепа
TK-294023,204769735,Кичик-хирмонтепа
TK-294024,202630088,Кутарма
TK-294025,202302384,Лутфий
TK-294026,202630071,Нафосат
TK-294027,202922239,Мевазор
TK-294028,202630111,Мехржон
TK-294029,202298801,Навбахор
TK-294030,202425698,Наккошлик
TK-294031,202165064,Новза
TK-294032,202630032,Заркоргaн
TK-294033,202429082,Ок Тепа
TK-294034,202429107,Катортол
TK-294035,202897530,Хонтопи
TK-294036,202205647,Тирсакобод
TK-294038,202630064,Бешчинор
TK-294039,202630056,Халклар дустлиги
TK-294040,202630128,Хирмонтепа
TK-294041,202897547,Чилонзор
TK-294042,202432413,Чупонота
TK-294043,202630150,Шарк
TK-294044,205841740,Шараф
TK-294045,202429099,Шарк тонги
TK-294046,202912930,Яккабог
TK-294047,202630135,Яккатут
TK-294048,202446782,Катта Олмазор
TK-294049,303779515,Гавхар
TK-294050,303774055,Фидокор
TK-294051,303774245,Шухрат
TK-103-0136,309258408,Диёр
TK-103-0138,309276433,Козиробод
TK-103-0139,309255751,Коркам
TK-103-0137,309256236,Катта Навбахор
TK-103-0123,202437785,Хайрабод
TO-206002,302866574,Кургонтепа
TO-206003,200568704,Зарбдор
TO-206004,302866581,Зарафшон
TO-206005,302866653,Навруз
TO-206006,302866660,Гулистон
TO-206007,302866692,Ёшлик
TO-206008,302866638,Сувти
TO-206009,302866534,Хонобод
TO-206010,207059667,Толовул
TO-206011,302866115,Султонобод
TO-206012,302866108,Куштепа
TO-206015,302866614,Куштамгали
TO-206016,207062561,Кургонча
TO-206017,200568553,Элтамгали
TO-206018,302866700,Тортувли
TO-206020,302866147,Халкобод
TO-206021,302866130,Маданият
TO-206022,206997823,хамзаобод
TO-206023,302866179,Навбахор
TO-206024,302866186,хосилдор
TO-206025,202926779,Уста Нормат
TO-206026,202926747,Мустакиллик
TO-206027,202926708,Бирлик
TO-11070003,207064155,Бойгули
TO-11070019,202926723,Собир Рахимов
TO-11070010,302866717,Кахрамон
TO-11070006,207061469,Жагалбойли
TO-11070009,202926730,Султон Сегизбоев
TO-11070025,302866123,хамид Олимжон
TO-212001,206997729,Янги Хаёт
TO-212002,207211558,Гулобод
TO-212003,207209907,Шодмалик
TO-212004,203252977,Галла-кудук
TO-212005,207209029,Ойбулок
TO-212006,207201356,Ейвалек
TO-212007,207211827,Убайд
TO-212009,207209051,куюн
TO-212010,204009026,Кизилой
TO-212011,207209376,Телов
TO-212012,207209075,Тошарик
TO-212013,207209044,Шовгуз
TO-212014,204034487,Санам
TO-212015,203943891,Гушсой
TO-212016,207204225,Чувилдок
TO-212017,207204218,Корасувёка
TO-212018,207201324,Сусам
TO-212019,207201349,Илгор
TO-212020,207209012,Чинор
TO-212021,207209899,Четсув
TO-212022,204221753,Куксарой
TO-212023,207209384,Унгут
TO-212025,203943884,Тут
TO-212026,207201332,Ялпоктепа
TO-212027,207067128,Ёнарик
TO-212029,207210599,Алишер
TO-11080011,207209036,Увак
TO-11080031,202875946,Нуробод
TO-11080030,207209068,Янгиобод
TO-11080033,308896984,Корахтой
TO-11080034,308894623,Овжазсой
TO-220002,203122670,Саврак
TO-220003,203115670,Колгонсир
TO-220004,204107030,Бирдамлик
TO-220005,202989606,Дехконобод
TO-220006,203073091,Пахтакор
TO-220007,206653981,Ёшлик-2
TO-220008,202815624,Истиклол
TO-220009,207285466,Янги хаёт
TO-220010,202846435,Бунёдкор
TO-220011,202836083,Кушчи
TO-220012,202846450,Ок-Тепа
TO-220013,202846443,узбекобод
TO-220014,202836090,Хамза
TO-220015,203115655,Янгибозор
TO-220016,203115648,Бобур Мирзо
TO-220017,307815886,Далварзин
TO-220018,203115663,Олтин водий
TO-220019,202857556,Богишамол
TO-220020,203161727,Зиёли
TO-220021,202815631,Гулистон
TO-220022,302958696,Хонобод
TO-220023,202849724,Пастки керайит
TO-220024,202849716,Парчаюз
